"match_variant","date","map","playlist","place","game_id"
"Team Ball","12/28/2006 2:07:05 PM","Warlock","Team Hardcore","6th","624034878"
"Team Rifles","12/28/2006 2:58:19 PM","Terminal","Team Slayer","5th","624028333"
"Team Slayer BR","12/28/2006 2:46:28 PM","Relic","Team Slayer","3rd","624020242"
"Team Slayer BR","12/28/2006 2:20:23 PM","Relic","Team Slayer","1st","624002408"
"Neutral Bomb","12/28/2006 2:00:34 PM","Midship","Team Hardcore","1st","623989016"
"CTF Classic 5","12/28/2006 1:51:57 PM","Midship","Team Hardcore","5th","623983083"
"Team Slayer","12/28/2006 1:33:21 PM","Beaver Creek","Team Slayer","5th","623970146"
"Team Slayer","12/28/2006 1:22:47 PM","Midship","Team Slayer","3rd","623963179"
"Team Slayer","12/28/2006 1:13:33 PM","Beaver Creek","Team Slayer","6th","623998353"
"Multi Flag CTF","12/28/2006 1:07:09 PM","Sanctuary","Team Hardcore","7th","623952852"
"Assault","12/28/2006 12:52:05 PM","Terminal","Team Training","5th","623983424"
"Team Slayer","12/28/2006 9:13:35 AM","Turf","Team Slayer","3rd","623825524"
"Team Slayer","12/28/2006 9:03:52 AM","Sanctuary","Team Slayer","2nd","623846769"
"Team Slayer BR","12/28/2006 8:59:06 AM","Ascension","Team Slayer","1st","623820002"
"Team Slayer","12/28/2006 8:58:52 AM","Warlock","Team Slayer","7th","623844383"
"Team Slayer","12/28/2006 8:45:57 AM","Beaver Creek","Team Slayer","7th","623815660"
"Team Slayer","12/28/2006 8:32:22 AM","Lockout","Team Slayer","7th","623811432"
"Team Slayer","12/28/2006 8:29:44 AM","Elongation","Team Slayer","6th","623810625"
"Team Slayer","12/28/2006 8:10:39 AM","Sanctuary","Team Slayer","2nd","623805014"
"Team Slayer","12/28/2006 7:57:43 AM","Sanctuary","Team Slayer","7th","623801787"
"Team Slayer","12/28/2006 7:47:11 AM","Zanzibar","Team Slayer","8th","623799298"
"Team Rifles","12/28/2006 7:30:54 AM","Colossus","Team Slayer","5th","623811662"
"2v2 Slayer","12/28/2006 7:28:16 AM","Beaver Creek","Double Team","3rd","623794944"
"Team Slayer BR","12/28/2006 7:15:12 AM","Lockout","Team Hardcore","5th","623792501"
"Team Slayer","12/28/2006 5:14:27 AM","Warlock","Team Slayer","7th","623783862"
"Team Slayer BR","12/28/2006 5:08:50 AM","Burial Mounds","Team Slayer","5th","623783256"
"Team Slayer BR","12/28/2006 5:09:45 AM","Burial Mounds","Team Slayer","6th","623776542"
"Team Rifles","12/28/2006 4:55:20 AM","Terminal","Team Slayer","4th","623775238"
"Team Snipers","12/28/2006 4:40:27 AM","Ascension","Team Snipers","5th","623773936"
"Team Slayer BR","12/28/2006 4:29:10 AM","Ivory Tower","Team Hardcore","5th","623772830"
"Team Slayer","12/27/2006 3:35:50 PM","Warlock","Team Training","5th","623588988"
"Team Slayer","12/27/2006 3:25:01 PM","Beaver Creek","Team Training","5th","623581798"
"Team Slayer","12/27/2006 3:15:34 PM","Ivory Tower","Team Training","5th","623575878"
"SWAT Carbines","12/27/2006 3:05:28 PM","Midship","Team Training","4th","623609411"
"1 Flag CTF","12/27/2006 3:01:27 PM","Terminal","Team Training","1st","623606532"
"Team Slayer","12/27/2006 2:53:55 PM","Zanzibar","Team Training","5th","623561498"
"SWAT Classic","12/27/2006 2:40:10 PM","Beaver Creek","Team Training","1st","623552085"
"Team Slayer","12/27/2006 2:31:31 PM","Warlock","Team Training","2nd","623546437"
"Team Slayer BR","12/27/2006 2:21:18 PM","Relic","Team Training","1st","623539692"
"Team Slayer BR","12/27/2006 1:12:35 PM","Headlong","BTB Slayer","12th","623494894"
"Team Slayer BR","12/27/2006 12:58:32 PM","Headlong","BTB Slayer","4th","623524965"
"Team Slayer","12/27/2006 12:45:07 PM","Beaver Creek","Team Training","5th","623477792"
"Team Slayer","12/27/2006 12:34:22 PM","Midship","Team Training","1st","623471302"
"Team Slayer","12/27/2006 12:23:04 PM","Gemini","Team Training","6th","623464494"
"Team Shotguns","12/27/2006 12:14:23 PM","Midship","Team Training","1st","623459407"
"Team Crazy King","12/27/2006 12:08:22 PM","Warlock","Team Training","5th","623455955"
"Team Slayer","12/26/2006 4:16:49 PM","Headlong","Arranged Game","4th","622932029"
"Team Rifles","12/26/2006 3:20:38 PM","Ascension","Team Slayer","1st","622897237"
"Team Slayer","12/26/2006 3:11:34 PM","Lockout","Team Slayer","7th","622929315"
"Team Slayer","12/26/2006 3:03:39 PM","Elongation","Team Slayer","6th","622886994"
"Team Rifles","12/26/2006 2:06:01 PM","Colossus","Team Slayer","2nd","622888740"
"Team Slayer","12/26/2006 2:54:19 PM","Gemini","Team Slayer","3rd","622881199"
"Team Slayer","12/26/2006 2:42:03 PM","Elongation","Team Slayer","5th","622873635"
"Team Slayer","12/26/2006 2:31:30 PM","Gemini","Team Slayer","4th","622867079"
"Team Slayer","12/26/2006 2:16:23 PM","Ivory Tower","Team Slayer","2nd","622858156"
"Team Slayer","12/26/2006 1:57:37 PM","Warlock","Team Slayer","5th","622847052"
"Team Slayer","12/26/2006 1:48:40 PM","Lockout","Team Slayer","5th","622841770"
"Team Snipers","12/26/2006 1:34:10 PM","Burial Mounds","Team Snipers","2nd","622833440"
"Team Crazy King","12/26/2006 1:21:43 PM","Lockout","Team Hardcore","7th","622826265"
"Team Slayer","12/26/2006 8:10:56 AM","Gemini","Team Slayer","5th","622697391"
"Team Snipers","12/26/2006 7:59:13 AM","Relic","Team Snipers","3rd","622695178"
"Team Slayer","12/26/2006 7:48:36 AM","Midship","Team Slayer","5th","622693113"
"Team Fiesta","12/26/2006 7:39:31 AM","Lockout","Team Training","2nd","622691641"
"Team Slayer Pro","12/26/2006 7:27:43 AM","Turf","Team Training","2nd","622689655"
"Team Rifles","12/26/2006 7:00:34 AM","Terminal","Team Slayer","5th","622685722"
"Team Snipers","12/26/2006 6:49:44 AM","Turf","Team Snipers","5th","622684427"
"Team Crazy King","12/26/2006 6:35:04 AM","Midship","Team Hardcore","3rd","622682706"
"Team Slayer","12/26/2006 6:18:52 AM","Sanctuary","Team Hardcore","1st","622681152"
"Team Slayer","12/26/2006 5:59:31 AM","Burial Mounds","Arranged Game","2nd","622679413"
"Slayer","12/26/2006 5:54:13 AM","Burial Mounds","Arranged Game","2nd","622678958"
"Team Slayer","12/18/2006 2:06:17 PM","Elongation","Team Slayer","6th","618029385"
"Team Slayer BR","12/18/2006 1:56:32 PM","Burial Mounds","Team Slayer","5th","618023629"
"Team Slayer BR","12/18/2006 1:46:39 PM","Terminal","Team Slayer","6th","618017926"
"Team Slayer","12/18/2006 1:32:50 PM","Ivory Tower","Team Slayer","7th","618009999"
"Team Snipers","12/18/2006 1:21:32 PM","Terminal","Team Snipers","2nd","618004392"
"Multi Flag CTF","12/18/2006 12:21:21 PM","Sanctuary","Team Hardcore","5th","618004205"
"Team Snipers","12/18/2006 12:34:09 PM","Sanctuary","Team Snipers","6th","617981707"
"Slayer","12/17/2006 3:41:51 PM","Foundation","Arranged Game","1st","617591813"
"Team Slayer","12/17/2006 3:20:50 PM","Foundation","Arranged Game","2nd","617577777"
"Team Slayer","12/17/2006 2:34:15 PM","Zanzibar","Team Slayer","5th","617546735"
"Team Slayer BR","12/17/2006 2:20:41 PM","Terminal","Team Slayer","1st","617537301"
"Team Slayer BR","12/17/2006 2:06:44 PM","Burial Mounds","Team Slayer","1st","617528304"
"Team Slayer","12/17/2006 2:00:01 PM","Ivory Tower","Team Slayer","8th","617564229"
"Team Snipers","12/17/2006 1:48:34 PM","Zanzibar","Team Snipers","6th","617516521"
"Team Snipers","12/17/2006 1:34:48 PM","Terminal","Team Snipers","7th","617507478"
"Team Slayer BR","12/17/2006 1:24:46 PM","Midship","Team Hardcore","6th","617500953"
"Rumble Slayer","12/17/2006 11:10:33 AM","Warlock","Rumble Pit","4th","617420784"
"Team Snipers","12/17/2006 11:02:16 AM","Ivory Tower","Team Snipers","7th","617416584"
"CTF Classic 5","12/17/2006 10:53:53 AM","Warlock","Team Hardcore","1st","617445645"
"Neutral Bomb","12/15/2006 3:19:00 PM","Midship","Team Hardcore","3rd","616192514"
"Team Slayer BR","12/15/2006 7:43:39 AM","Burial Mounds","Team Slayer","3rd","616040821"
"Team Snipers","12/15/2006 7:31:01 AM","Zanzibar","Team Snipers","3rd","616039591"
"Team Rifles","12/15/2006 7:21:24 AM","Terminal","Team Slayer","6th","616038883"
"Team Snipers","12/15/2006 7:09:58 AM","Ascension","Team Snipers","6th","616037924"
"Team Slayer","12/15/2006 6:40:59 AM","Lockout","Team Slayer","2nd","616035872"
"Team Slayer","12/15/2006 6:32:35 AM","Ivory Tower","Team Slayer","2nd","616035233"
"Team Slayer","12/15/2006 6:21:14 AM","Gemini","Team Slayer","4th","616034566"
"Team Slayer","12/15/2006 6:13:50 AM","Gemini","Team Slayer","3rd","616034064"
"Team Rifles","12/15/2006 6:11:43 AM","Colossus","Team Slayer","6th","616033974"
"Team Slayer BR","12/15/2006 5:43:58 AM","Relic","Team Slayer","5th","616036388"
"Team Slayer","12/15/2006 5:05:40 AM","Gemini","Team Slayer","6th","616033741"
"Team Slayer","12/15/2006 6:00:01 AM","Midship","Team Slayer","6th","616033304"
"Team Slayer","12/15/2006 5:50:52 AM","Warlock","Team Slayer","6th","616032689"
"Team Snipers","12/15/2006 5:40:42 AM","Burial Mounds","Team Snipers","7th","616032112"
"Team Slayer BR","12/15/2006 5:24:59 AM","Terminal","Team Slayer","3rd","616031264"
"Team Snipers","12/15/2006 5:10:32 AM","Ascension","Team Snipers","7th","616030533"
"Team Snipers","12/15/2006 4:55:37 AM","Lockout","Team Snipers","1st","616029676"
"Team Slayer BR","12/15/2006 4:39:13 AM","Ivory Tower","Team Hardcore","2nd","616028853"
"Team Slayer","12/15/2006 4:26:23 AM","Headlong","Arranged Game","2nd","616028149"
"Team Slayer","12/15/2006 4:14:17 AM","Terminal","Arranged Game","1st","616027552"
"Team Slayer","12/15/2006 4:08:32 AM","Burial Mounds","Arranged Game","2nd","616027248"
"Team Snipers","12/14/2006 2:57:34 PM","Terminal","Team Snipers","6th","615703878"
"Team Slayer","12/14/2006 2:43:14 PM","Elongation","Team Slayer","1st","615732482"
"Rumble Slayer","12/14/2006 2:27:19 PM","Sanctuary","Rumble Training","6th","615686203"
"CTF Classic 5","12/14/2006 2:15:59 PM","Midship","Team Hardcore","1st","615679758"
"Neutral Bomb","12/14/2006 2:09:36 PM","Midship","Team Hardcore","3rd","615676388"
"Team Snipers","12/7/2006 1:27:34 PM","Headlong","Team Snipers","4th","611957340"
"Team Crazy King","12/7/2006 1:13:26 PM","Midship","Team Hardcore","8th","611951130"
"CTF Classic 5","12/7/2006 12:57:27 PM","Midship","Team Hardcore","2nd","611944592"
"Multi Flag CTF","12/7/2006 12:49:49 PM","Sanctuary","Team Hardcore","7th","611941691"
"CTF Classic 5","12/4/2006 1:41:49 PM","Midship","Team Hardcore","8th","610675481"
"Team Slayer BR","12/4/2006 1:33:51 PM","Beaver Creek","Team Hardcore","6th","610671879"
"CTF Classic","12/4/2006 1:22:33 PM","Warlock","Double Team","3rd","610667090"
"Assault BR","12/3/2006 9:03:55 AM","Burial Mounds","Team Training","5th","610108266"
"Team Slayer","12/3/2006 9:00:11 AM","Ivory Tower","Team Slayer","8th","610106537"
"Team Slayer","12/3/2006 8:46:19 AM","Lockout","Team Slayer","1st","610076881"
"Team Rifles","12/3/2006 8:37:04 AM","Ascension","Team Slayer","5th","610073843"
"Team Slayer","12/3/2006 8:25:36 AM","Warlock","Team Slayer","8th","610070327"
"Team Snipers","12/3/2006 8:17:11 AM","Headlong","Team Snipers","3rd","610067831"
"Team Slayer","12/3/2006 8:04:12 AM","Sanctuary","Team Hardcore","6th","610064081"
"Team Rifles","11/28/2006 1:23:25 PM","Colossus","Team Slayer","1st","607520575"
"Team Slayer BR","11/28/2006 1:10:37 PM","Ascension","Team Slayer","1st","607515130"
"Team Slayer","11/28/2006 12:56:52 PM","Lockout","Team Slayer","1st","607509849"
"Team Slayer","11/28/2006 12:47:58 PM","Midship","Team Slayer","5th","607506828"
"Team Slayer","11/28/2006 12:39:55 PM","Beaver Creek","Team Slayer","7th","607504005"
"Team Slayer","11/28/2006 12:30:14 PM","Zanzibar","Team Slayer","3rd","607524035"
"Team Slayer","11/28/2006 12:25:18 PM","Lockout","Team Slayer","6th","607499465"
"Team Rifles","11/28/2006 12:15:39 PM","Terminal","Team Slayer","2nd","607496663"
"Team Slayer","11/28/2006 12:03:15 PM","Ivory Tower","Team Slayer","5th","607512856"
"Team Crazy King","11/28/2006 11:57:05 AM","Warlock","Team Hardcore","3rd","607510537"
"Team Ball","11/28/2006 11:52:14 AM","Warlock","Team Hardcore","2nd","607490321"
"Team Slayer BR","11/28/2006 11:42:31 AM","Warlock","Team Hardcore","3rd","607488139"
"Team Crazy King","11/28/2006 11:34:02 AM","Midship","Team Hardcore","6th","607502743"
"Team Slayer BR","11/27/2006 1:58:43 PM","Relic","Team Slayer","5th","607116324"
"Team Slayer","11/27/2006 1:44:32 PM","Gemini","Team Slayer","5th","607109623"
"Team Slayer BR","11/27/2006 1:39:55 PM","Burial Mounds","Team Slayer","3rd","607107545"
"Team Slayer","11/27/2006 1:26:53 PM","Ivory Tower","Team Slayer","1st","607102022"
"Slayer BR","11/27/2006 1:15:49 PM","Sanctuary","Double Team","3rd","607097609"
"Team Slayer","11/26/2006 1:11:01 PM","Warlock","Team Slayer","1st","606675784"
"Team Slayer","11/26/2006 1:03:13 PM","Beaver Creek","Team Slayer","2nd","606671325"
"Team Rifles","11/26/2006 12:28:02 PM","Colossus","Team Slayer","2nd","606648170"
"SWAT Classic","11/26/2006 12:48:49 PM","Elongation","Team SWAT","5th","606623562"
"Team Slayer","11/26/2006 12:41:13 PM","Elongation","Team Slayer","1st","606619106"
"Team Rifles","11/26/2006 12:21:47 PM","Terminal","Team Slayer","5th","606607064"
"Team Snipers","11/26/2006 12:10:21 PM","Lockout","Team Snipers","6th","606600762"
"Team Slayer","11/26/2006 11:58:36 AM","Turf","Team Slayer","1st","606594221"
"Team Snipers","11/26/2006 11:47:42 AM","Ivory Tower","Team Snipers","4th","606588244"
"Neutral Bomb","11/26/2006 11:40:44 AM","Midship","Team Hardcore","7th","606584507"
"Team Gulch War","11/23/2006 12:31:51 PM","Coagulation","Multi-Team","6th","604736889"
"Team Duals","11/23/2006 12:18:36 PM","Beaver Creek","Multi-Team","6th","604701458"
"SWAT Classic","11/23/2006 11:58:30 AM","Elongation","Team Training","6th","604721177"
"Assault","11/23/2006 11:54:45 AM","Terminal","Team Training","3rd","604690193"
"Team Slayer","11/23/2006 11:42:26 AM","Midship","Team Training","1st","604684335"
"Team Shotguns","11/22/2006 2:22:28 PM","Turf","Team Training","1st","604170200"
"Team Slayer","11/22/2006 2:10:46 PM","Midship","Team Training","2nd","604123528"
"Rapid Assault","11/22/2006 2:04:21 PM","Lockout","Team Training","5th","604158507"
"Team Snipers","11/22/2006 1:58:42 PM","Zanzibar","Team Training","3rd","604116000"
"Team Swords","11/22/2006 1:46:14 PM","Lockout","Team Training","8th","604108115"
"Team Rockets","11/22/2006 1:39:10 PM","Ivory Tower","Team Training","2nd","604103617"
"Rapid Assault","11/22/2006 1:30:33 PM","Lockout","Team Training","5th","604137025"
"Team Slayer","11/22/2006 1:27:36 PM","Sanctuary","Team Training","2nd","604096354"
"Team Slayer","11/22/2006 1:17:57 PM","Warlock","Team Training","1st","604128458"
"Assault BR","11/22/2006 1:13:46 PM","Burial Mounds","Team Training","5th","604125981"
"Team Slayer","11/22/2006 1:07:26 PM","Sanctuary","Team Training","8th","604084381"
"Team Snipers","11/21/2006 12:45:19 PM","Sanctuary","Team Snipers","1st","603487070"
"Team Slayer","11/21/2006 12:29:56 PM","Gemini","Team Slayer","5th","603481452"
"Team Rifles","11/21/2006 12:21:29 PM","Colossus","Team Slayer","2nd","603478364"
"CTF Classic 5","11/21/2006 12:11:59 PM","Midship","Team Hardcore","2nd","603475061"
"Multi Flag CTF","11/21/2006 12:02:16 PM","Sanctuary","Team Hardcore","6th","603471893"
"Team Slayer BR","11/21/2006 11:53:40 AM","Beaver Creek","Team Hardcore","4th","603469208"
"Multi Flag CTF","11/21/2006 11:43:08 AM","Sanctuary","Team Hardcore","1st","603466137"
"Team Snipers","11/20/2006 1:46:12 PM","Burial Mounds","Team Snipers","2nd","603049783"
"Team Slayer","11/20/2006 1:34:57 PM","Gemini","Team Slayer","3rd","603044002"
"Team Slayer BR","11/20/2006 1:25:10 PM","Relic","Team Slayer","5th","603039350"
"Team Slayer BR","11/20/2006 1:13:27 PM","Terminal","Team Slayer","8th","603033785"
"Team Slayer BR","11/20/2006 12:59:18 PM","Terminal","Team Slayer","6th","603027892"
"SWAT Classic","11/20/2006 12:37:28 PM","Ivory Tower","Team SWAT","5th","603045612"
"Team Snipers","11/16/2006 2:01:03 PM","Ascension","Team Snipers","4th","600866633"
"Team Rifles","11/16/2006 1:53:00 PM","Colossus","Team Slayer","1st","600895455"
"Team Slayer","11/16/2006 1:41:52 PM","Gemini","Team Slayer","4th","600857054"
"Team Crazy King","11/16/2006 1:35:10 PM","Lockout","Team Hardcore","4th","600853721"
"Multi Flag CTF","11/16/2006 1:23:50 PM","Sanctuary","Team Hardcore","6th","600848588"
"Team Snipers","11/14/2006 1:11:53 PM","Ascension","Team Snipers","5th","599990510"
"Team Slayer","11/14/2006 1:02:32 PM","Elongation","Team Slayer","1st","599986930"
"Team Slayer BR","11/14/2006 12:53:52 PM","Terminal","Team Slayer","5th","599983759"
"Team Rifles","11/14/2006 12:39:45 PM","Colossus","Team Slayer","5th","599978801"
"Team Rifles","11/14/2006 12:34:07 PM","Terminal","Team Slayer","6th","599999992"
"Team Slayer BR","11/14/2006 12:32:40 PM","Terminal","Team Slayer","7th","599976583"
"Team Ball","11/14/2006 12:15:53 PM","Lockout","Team Hardcore","7th","599971573"
"Team Snipers","11/14/2006 12:02:29 PM","Sanctuary","Team Snipers","2nd","599967790"
"Team Slayer","11/13/2006 1:07:18 PM","Lockout","Team Slayer","2nd","599595790"
"Team Slayer","11/13/2006 1:50:32 PM","Zanzibar","Team Slayer","6th","599586924"
"Team Slayer","11/13/2006 1:33:14 PM","Elongation","Team Slayer","1st","599578846"
"Team Slayer","11/13/2006 1:32:19 PM","Lockout","Team Slayer","8th","599578331"
"Team Slayer","11/13/2006 1:18:36 PM","Turf","Team Slayer","5th","599572548"
"Team Slayer","11/13/2006 1:01:58 PM","Sanctuary","Team Slayer","7th","599592707"
"Team Slayer","11/13/2006 12:59:10 PM","Warlock","Team Slayer","6th","599564525"
"Team Slayer","11/13/2006 12:48:06 PM","Ivory Tower","Team Slayer","8th","599560417"
"Team Slayer BR","11/13/2006 12:36:42 PM","Burial Mounds","Team Slayer","2nd","599556428"
"2v2 Slayer","11/13/2006 12:21:53 PM","Lockout","Double Team","3rd","599551765"
"CTF Classic 5","11/13/2006 12:06:47 PM","Midship","Team Hardcore","7th","599547392"
"Team Rifles","11/12/2006 2:14:05 PM","Terminal","Team Slayer","4th","599161888"
"Team Slayer","11/12/2006 2:13:47 PM","Gemini","Team Slayer","8th","599161850"
"Team Slayer BR","11/12/2006 2:04:37 PM","Ascension","Team Slayer","7th","599155673"
"Team Slayer","11/12/2006 1:50:53 PM","Ivory Tower","Team Slayer","3rd","599146632"
"CTF Classic 5","11/12/2006 1:35:56 PM","Midship","Team Hardcore","7th","599136861"
"Team Crazy King","11/12/2006 11:26:28 AM","Lockout","Team Hardcore","1st","599093839"
"Team Slayer BR","11/12/2006 11:14:56 AM","Lockout","Team Hardcore","5th","599086796"
"Team Slayer","11/12/2006 8:09:39 AM","Lockout","Team Slayer","1st","598973097"
"Team Ball","11/12/2006 8:00:28 AM","Lockout","Team Hardcore","3rd","598970441"
"Team Slayer","11/12/2006 7:43:17 AM","Turf","Team Slayer","1st","598965873"
"Team Slayer BR","11/12/2006 7:31:12 AM","Terminal","Team Slayer","1st","598963098"
"Team Slayer","11/12/2006 7:21:53 AM","Gemini","Team Slayer","3rd","598976902"
"Team Slayer BR","11/12/2006 7:13:35 AM","Ivory Tower","Team Hardcore","2nd","598959386"
"Team Slayer","11/11/2006 1:34:20 PM","Gemini","Team Slayer","3rd","598477243"
"Team Slayer BR","11/11/2006 1:09:33 PM","Relic","Team Slayer","6th","598500221"
"Team Slayer","11/11/2006 1:27:30 PM","Gemini","Team Slayer","2nd","598472819"
"Team Slayer","11/11/2006 1:19:04 PM","Midship","Team Slayer","1st","598467561"
"Team Slayer","11/11/2006 1:04:54 PM","Sanctuary","Team Slayer","5th","598458375"
"Team Slayer","11/11/2006 12:53:18 PM","Beaver Creek","Team Slayer","3rd","598451161"
"Team Rifles","11/11/2006 12:41:23 PM","Ascension","Team Slayer","6th","598443827"
"Team Slayer BR","11/11/2006 12:26:14 PM","Burial Mounds","Team Slayer","6th","598434450"
"Team Rifles","11/11/2006 12:25:55 PM","Colossus","Team Slayer","5th","598472303"
"Team Rifles","11/11/2006 12:15:07 PM","Colossus","Team Slayer","2nd","598465272"
"Team Slayer","11/11/2006 12:10:58 PM","Lockout","Team Slayer","6th","598425283"
"Team Rifles","11/11/2006 10:01:09 AM","Ascension","Team Slayer","3rd","598354593"
"Team Slayer BR","11/11/2006 9:49:04 AM","Terminal","Team Slayer","1st","598379042"
"Team Slayer","11/11/2006 9:42:25 AM","Ivory Tower","Team Slayer","7th","598345643"
"2v2 Slayer","11/11/2006 9:30:39 AM","Elongation","Double Team","1st","598340047"
"Team Slayer","11/11/2006 9:18:01 AM","Elongation","Team Slayer","1st","598363380"
"Team Slayer","11/11/2006 9:08:15 AM","Warlock","Team Slayer","5th","598358577"
"CTF Classic","11/11/2006 9:06:19 AM","Warlock","Team SWAT","1st","598329202"
"Team Slayer","11/10/2006 3:16:18 PM","Beaver Creek","Team Slayer","2nd","597912718"
"Team Slayer","11/10/2006 3:06:11 PM","Lockout","Team Slayer","6th","597865801"
"Team Slayer","11/10/2006 2:54:36 PM","Midship","Team Slayer","8th","597858097"
"Team Slayer","11/10/2006 2:47:00 PM","Gemini","Team Slayer","5th","597893168"
"Team Slayer","11/10/2006 2:42:12 PM","Gemini","Team Slayer","1st","597849766"
"Team Slayer","11/10/2006 2:32:04 PM","Sanctuary","Team Hardcore","5th","597883275"
"CTF Classic 5","11/10/2006 2:26:42 PM","Warlock","Team Hardcore","2nd","597839768"
"Neutral Bomb","11/10/2006 2:20:11 PM","Midship","Team Hardcore","1st","597835412"
"Team Slayer BR","11/10/2006 2:12:06 PM","Ivory Tower","Team Hardcore","5th","597830170"
"Halo CE","11/9/2006 1:24:55 PM","Lockout","Team Carnage","4th","597288478"
"Multi Flag CTF","11/9/2006 1:11:20 PM","Sanctuary","Team Training","1st","597251951"
"Assault","11/9/2006 1:06:40 PM","Terminal","Team Training","5th","597278702"
"1 Flag CTF BR","11/9/2006 12:56:45 PM","Burial Mounds","Team Training","5th","597273580"
"Team Rifles","11/9/2006 12:50:31 PM","Colossus","Team Training","3rd","597243307"
"Team Slayer BR","11/9/2006 12:41:28 PM","Burial Mounds","Team Slayer","2nd","597239915"
"Neutral Bomb","11/9/2006 12:29:02 PM","Midship","Team Hardcore","5th","597235523"
"Team Slayer","11/9/2006 12:10:33 PM","Sanctuary","Multi-Team","4th","597229592"
"Team Crazy King","11/8/2006 1:40:53 PM","Warlock","Team Hardcore","3rd","596813747"
"Team Slayer","11/8/2006 1:30:32 PM","Sanctuary","Team Hardcore","1st","596840786"
"Pistol 1Flag","11/8/2006 1:18:33 PM","Ascension","Team Carnage","6th","596802938"
"Warthog CTF","11/8/2006 1:05:39 PM","Relic","Team Carnage","7th","596827327"
"Pistol 1Flag","11/8/2006 12:58:56 PM","Ascension","Team Carnage","3rd","596823374"
"Crappy Rifles","11/8/2006 12:45:24 PM","Colossus","Team Carnage","7th","596789050"
"DriverSeat CTF","11/8/2006 12:32:22 PM","Coagulation","Team Carnage","3rd","596784371"
"Team Slayer BR","11/8/2006 12:20:54 PM","Headlong","Multi-Team","10th","596780645"
"Team Gulch War","11/7/2006 2:07:45 PM","Containment","Multi-Team","1st","596367312"
"Team Multi-Ball","11/7/2006 1:54:01 PM","Turf","Multi-Team","9th","596359637"
"Team Slayer","11/7/2006 1:47:01 PM","Turf","Multi-Team","12th","596355797"
"Team Rifles","11/7/2006 1:26:14 PM","Colossus","Team Slayer","5th","596344769"
"Team Slayer BR","11/7/2006 1:20:55 PM","Terminal","Team Slayer","6th","596375426"
"Team Slayer","11/7/2006 1:03:22 PM","Lockout","Team Slayer","2nd","596333407"
"Team Snipers","11/7/2006 12:50:16 PM","Relic","Team Snipers","6th","596327432"
"Team Slayer","11/7/2006 12:35:04 PM","Lockout","Team Slayer","5th","596320746"
"Team Slayer","11/7/2006 12:27:37 PM","Turf","Team Slayer","6th","596317766"
"Team Slayer","11/7/2006 12:19:39 PM","Sanctuary","Team Slayer","7th","596314582"
"Team Slayer BR","11/7/2006 12:09:54 PM","Burial Mounds","Team Slayer","7th","596310952"
"CTF Classic 3","11/7/2006 11:59:38 AM","Beaver Creek","Team Hardcore","5th","596307100"
"Team Slayer BR","11/7/2006 11:51:30 AM","Warlock","Team Hardcore","5th","596304262"
"Team Ball","11/7/2006 11:44:33 AM","Midship","Team Hardcore","2nd","596301771"
"Team Rifles","11/6/2006 12:55:55 PM","Colossus","Team Slayer","3rd","595842624"
"Team Slayer BR","11/6/2006 12:43:49 PM","Lockout","Team Hardcore","5th","595809654"
"Team Ball","11/6/2006 12:38:47 PM","Warlock","Team Hardcore","7th","595807705"
"Team Slayer BR","11/6/2006 12:25:19 PM","Ivory Tower","Team Hardcore","2nd","595803092"
"Team Snipers","11/5/2006 1:51:19 PM","Burial Mounds","Team Snipers","2nd","595413207"
"Slayer BR","11/5/2006 1:41:18 PM","Ascension","Double Team","1st","595364686"
"Team Slayer","11/5/2006 1:39:00 PM","Beaver Creek","Team Slayer","6th","595363257"
"Team Slayer","11/5/2006 1:23:22 PM","Midship","Team Slayer","6th","595353194"
"Team Slayer","11/5/2006 1:14:06 PM","Lockout","Team Slayer","1st","595347095"
"Team Slayer","11/5/2006 1:04:02 PM","Elongation","Team Slayer","2nd","595340521"
"Team Snipers","11/5/2006 12:50:36 PM","Beaver Creek","Team Snipers","2nd","595332364"
"Team Slayer","11/5/2006 9:31:46 AM","Elongation","Team Slayer","4th","595223567"
"Team Slayer","11/5/2006 9:23:52 AM","Sanctuary","Team Slayer","2nd","595219940"
"Team Slayer BR","11/5/2006 9:13:00 AM","Burial Mounds","Team Slayer","3rd","595215264"
"Team Slayer","11/5/2006 9:00:42 AM","Elongation","Team Slayer","8th","595237455"
"Team Rifles","11/5/2006 8:55:23 AM","Terminal","Team Slayer","1st","595208024"
"Team Slayer","11/5/2006 8:41:22 AM","Sanctuary","Team Slayer","1st","595202381"
"Team Slayer BR","11/5/2006 8:23:29 AM","Ascension","Team Slayer","6th","595220216"
"Team Slayer","11/5/2006 8:16:42 AM","Zanzibar","Team Slayer","1st","595193439"
"Team Slayer BR","11/5/2006 7:54:46 AM","Terminal","Team Slayer","7th","595207860"
"Team Slayer","11/5/2006 8:12:43 AM","Ivory Tower","Team Slayer","8th","595191966"
"Team Slayer","11/5/2006 7:58:10 AM","Midship","Team Slayer","5th","595187267"
"Team Slayer BR","11/5/2006 7:39:46 AM","Ascension","Team Slayer","5th","595181792"
"Team Slayer","11/5/2006 7:36:32 AM","Turf","Team Slayer","5th","595181003"
"Team Slayer","11/5/2006 7:21:56 AM","Lockout","Team Slayer","1st","595177143"
"Team Slayer BR","11/5/2006 7:12:58 AM","Warlock","Team Hardcore","2nd","595175120"
