"match_variant","date","map","playlist","place","game_id"
"CTF Classic","10/6/2006 9:55:01 AM","Warlock","Team SWAT","2nd","579949205"
"SWAT Classic","10/6/2006 9:49:34 AM","Turf","Team SWAT","6th","579934309"
"Team Snipers","10/6/2006 9:42:29 AM","Terminal","Team Snipers","8th","579932918"
"Neutral Bomb","10/6/2006 9:35:50 AM","Foundation","Multi-Team","10th","579931633"
"Team Slayer","10/3/2006 2:25:36 PM","Turf","Team Slayer","8th","578722964"
"SWAT Carbines","10/3/2006 2:12:01 PM","Warlock","Team SWAT","2nd","578716447"
"2v2 Slayer","10/3/2006 1:25:21 PM","Ivory Tower","Double Team","3rd","578723147"
"Team Slayer","10/3/2006 2:04:38 PM","Turf","Team Slayer","8th","578713238"
"2v2 Slayer","10/3/2006 1:48:00 PM","Ivory Tower","Double Team","3rd","578706041"
"Team Ball","10/3/2006 1:34:31 PM","Lockout","Double Team","3rd","578700496"
"CTF Classic","10/3/2006 1:22:49 PM","Elongation","Double Team","3rd","578695637"
"Team Crazy King","10/3/2006 1:15:14 PM","Warlock","Double Team","1st","578692693"
"Team Slayer","10/1/2006 2:09:26 PM","Zanzibar","Team Slayer","8th","577806033"
"Team Rifles","10/1/2006 1:58:29 PM","Terminal","Team Slayer","3rd","577799043"
"Team Slayer","10/1/2006 1:48:12 PM","Lockout","Team Slayer","4th","577792117"
"Team Slayer","10/1/2006 1:39:52 PM","Zanzibar","Team Slayer","1st","577786871"
"2v2 Slayer Hum","10/1/2006 1:25:56 PM","Warlock","Double Team","4th","577777900"
"2v2 Slayer","10/1/2006 1:15:35 PM","Beaver Creek","Double Team","4th","577771276"
"3 Plots","9/30/2006 4:58:32 PM","Sanctuary","Team Training","4th","577257528"
"Team Snipers","9/30/2006 4:50:44 PM","Lockout","Team Training","4th","577252448"
"SWAT Plots","9/30/2006 4:43:08 PM","Elongation","Team SWAT","1st","577286016"
"SWAT Classic","9/30/2006 4:38:35 PM","Turf","Team SWAT","3rd","577244803"
"1 Flag CTF","9/30/2006 4:28:13 PM","Turf","Team SWAT","3rd","577238172"
"SWAT Classic","9/30/2006 4:24:45 PM","Sanctuary","Team SWAT","2nd","577274412"
"1 Flag CTF","9/30/2006 4:11:59 PM","Ivory Tower","Team SWAT","1st","577266538"
"Team Gulch War","9/30/2006 4:06:40 PM","Waterworks","Multi-Team","5th","577224280"
"Human Slayer BR","9/30/2006 4:01:26 PM","Colossus","Multi-Team","7th","577259403"
"3 Plots","9/30/2006 3:56:25 PM","Turf","Multi-Team","11th","577217600"
"3 Plots BR","9/30/2006 3:46:18 PM","Terminal","Multi-Team","7th","577211347"
"2v2 Slayer","9/26/2006 1:41:13 PM","Lockout","Double Team","2nd","575235495"
"SWAT CTF","9/26/2006 12:55:37 PM","Sanctuary","Team SWAT","5th","575214776"
"1 Flag CTF","9/26/2006 12:52:04 PM","Turf","Team SWAT","2nd","575213308"
"CTF Classic","9/26/2006 1:36:25 PM","Midship","Double Team","3rd","575206100"
"2v2 Rifles","9/26/2006 1:24:18 PM","Lockout","Double Team","3rd","575201171"
"2v2 Slayer Hum","9/26/2006 1:12:39 PM","Midship","Double Team","2nd","575196841"
"Team Slayer BR","9/26/2006 1:03:01 PM","Burial Mounds","Team Slayer","6th","575193529"
"Team Snipers","9/26/2006 12:44:31 PM","Ivory Tower","Team Snipers","4th","575187346"
"SWAT Classic","9/26/2006 12:31:37 PM","Ivory Tower","Team SWAT","6th","575183538"
"1 Flag CTF","9/26/2006 12:25:51 PM","Ascension","Team SWAT","6th","575181935"
"Team Slayer BR","9/24/2006 9:39:48 AM","Ascension","Team Slayer","8th","574249153"
"Team Slayer","9/24/2006 9:32:55 AM","Lockout","Team Slayer","6th","574246075"
"Team Slayer BR","9/24/2006 9:20:21 AM","Terminal","Team Slayer","8th","574211753"
"Team Slayer BR","9/24/2006 9:05:37 AM","Terminal","Team Slayer","7th","574205597"
"Team Snipers","9/24/2006 8:50:29 AM","Ivory Tower","Team Snipers","4th","574199727"
"Team Snipers","9/24/2006 8:40:00 AM","Lockout","Team Snipers","8th","574195961"
"SWAT Classic","9/24/2006 8:31:32 AM","Beaver Creek","Team SWAT","7th","574192963"
"CTF Classic 5","9/24/2006 8:18:37 AM","Warlock","Team Hardcore","5th","574188543"
"CTF Classic 5","9/24/2006 8:10:56 AM","Midship","Team Hardcore","5th","574186110"
"Team Slayer BR","9/23/2006 1:00:45 PM","Terminal","Team Slayer","8th","573708527"
"Team Slayer BR","9/23/2006 12:50:30 PM","Warlock","Team Hardcore","6th","573662435"
"Oddball","9/23/2006 12:38:50 PM","Turf","Rumble Training","5th","573655009"
"SWAT Classic","9/23/2006 12:28:38 PM","Elongation","Team SWAT","1st","573648589"
"Team Rifles","9/23/2006 12:10:39 PM","Terminal","Team Slayer","6th","573675281"
"2v2 Rifles","9/23/2006 12:04:24 PM","Sanctuary","Double Team","2nd","573634076"
"2v2 Rifles","9/23/2006 11:53:26 AM","Lockout","Double Team","2nd","573627456"
"2v2 Slayer Hum","9/23/2006 11:42:14 AM","Midship","Double Team","3rd","573620759"
"Team Slayer","9/22/2006 12:10:41 PM","Zanzibar","Team Slayer","4th","573019913"
"Team Slayer BR","9/22/2006 11:58:02 AM","Terminal","Team Slayer","8th","573016278"
"Team Slayer","9/22/2006 11:43:49 AM","Midship","Team Slayer","4th","573012384"
"Team Snipers","9/22/2006 11:35:26 AM","Sanctuary","Team Snipers","4th","573010177"
"SWAT Classic","9/22/2006 11:26:39 AM","Ivory Tower","Team SWAT","8th","573008164"
"Slayer","9/21/2006 1:27:29 PM","Burial Mounds","Arranged Game","1st","572643349"
"SWAT Classic","9/21/2006 1:19:44 PM","Ivory Tower","Team SWAT","8th","572641007"
"Team Slayer","9/21/2006 1:05:04 PM","Warlock","Team Slayer","1st","572636358"
"Team Slayer","9/21/2006 12:56:12 PM","Midship","Team Slayer","8th","572633410"
"Team Slayer","9/21/2006 12:47:51 PM","Turf","Team Slayer","6th","572630450"
"Team Snipers","9/21/2006 12:36:32 PM","Burial Mounds","Team Snipers","3rd","572627077"
"Team Slayer","9/21/2006 12:24:23 PM","Sanctuary","Team Slayer","6th","572623405"
"Team Slayer BR","9/21/2006 12:14:13 PM","Relic","Team Slayer","7th","572620599"
"Slayer BR","9/21/2006 12:01:37 PM","Sanctuary","Double Team","2nd","572617444"
"CTF Classic","9/21/2006 11:53:16 AM","Midship","Double Team","3rd","572632772"
"Slayer BR","9/21/2006 11:50:47 AM","Ascension","Double Team","2nd","572614955"
"Team Slayer","9/20/2006 2:25:46 PM","Ivory Tower","BTB Slayer","1st","572250416"
"Neut. Bomb Fast","9/20/2006 2:16:44 PM","Warlock","Team Training","5th","572245824"
"1 Flag CTF Fast","9/20/2006 2:16:17 PM","Turf","Team Skirmish","5th","572277002"
"Assault BR","9/20/2006 2:10:19 PM","Burial Mounds","Team Skirmish","1st","572273736"
"3 Plots","9/20/2006 2:05:13 PM","Lockout","Team Skirmish","3rd","572240386"
"Rapid Assault","9/20/2006 2:00:30 PM","Turf","Team Skirmish","2nd","572237814"
"Rapid Assault","9/20/2006 1:50:50 PM","Turf","Team Skirmish","1st","572263214"
"1 Flag CTF","9/20/2006 1:22:39 PM","Ivory Tower","Team SWAT","5th","572249090"
"SWAT Classic","9/20/2006 1:17:40 PM","Sanctuary","Team SWAT","4th","572246725"
"Team Slayer BR","9/20/2006 12:54:59 PM","Lockout","Team Hardcore","2nd","572235449"
"Team Crazy King","9/20/2006 1:46:31 PM","Ivory Tower","Team Skirmish","5th","572231507"
"Team Slayer BR","9/20/2006 1:39:00 PM","Midship","Team Hardcore","6th","572228225"
"Team Slayer BR","9/20/2006 1:31:47 PM","Ivory Tower","Team Hardcore","6th","572225104"
"Rumble Slayer","9/20/2006 1:11:40 PM","Midship","Rumble Training","5th","572217029"
"Rumble Pistols","9/20/2006 1:03:49 PM","Turf","Rumble Training","6th","572213979"
"Team Slayer BR","9/20/2006 11:08:43 AM","Warlock","Team Hardcore","4th","572196620"
"CTF Human","9/20/2006 10:51:37 AM","Beaver Creek","Team Skirmish","5th","572179839"
"Slayer Pro","9/20/2006 10:45:10 AM","Lockout","Rumble Training","2nd","572178735"
"Rumble Slayer","9/20/2006 10:38:22 AM","Ivory Tower","Rumble Training","3rd","572177403"
"SWAT Classic","9/20/2006 10:30:53 AM","Turf","Team SWAT","5th","572176109"
"Team Snipers","9/19/2006 2:12:55 PM","Terminal","Team Snipers","8th","571820630"
"Team Snipers","9/19/2006 12:54:43 PM","Ascension","Team Snipers","7th","571787138"
"Team Slayer","9/19/2006 12:43:53 PM","Zanzibar","Team Slayer","8th","571783500"
"Team Slayer","9/19/2006 12:31:40 PM","Turf","Team Slayer","2nd","571779348"
"CTF Classic","9/19/2006 12:22:09 PM","Midship","Double Team","3rd","571776630"
"CTF Classic","9/19/2006 12:15:08 PM","Elongation","Double Team","3rd","571774507"
"Slayer BR","9/19/2006 12:09:30 PM","Ascension","Double Team","2nd","571772997"
"Team Snipers","9/18/2006 2:31:49 PM","Ivory Tower","Team Snipers","8th","571428510"
"Team Snipers","9/18/2006 2:20:00 PM","Burial Mounds","Team Snipers","3rd","571422637"
"Team Snipers","9/18/2006 2:11:16 PM","Relic","Team Snipers","6th","571418386"
"Team Snipers","9/18/2006 2:02:14 PM","Burial Mounds","Team Snipers","6th","571414163"
"Team Snipers","9/18/2006 1:50:25 PM","Terminal","Team Snipers","5th","571408663"
"Team Snipers","9/18/2006 1:34:16 PM","Burial Mounds","Team Snipers","7th","571401407"
"Team Snipers","9/18/2006 1:09:39 PM","Relic","Team Snipers","8th","571391440"
"Team Ball","9/18/2006 12:56:12 PM","Sanctuary","Double Team","4th","571386611"
"2v2 Slayer Hum","9/18/2006 12:46:43 PM","Warlock","Double Team","2nd","571383214"
"2v2 Slayer","9/18/2006 12:37:34 PM","Lockout","Double Team","4th","571380253"
"Team Slayer","9/16/2006 3:58:31 PM","Midship","Team Slayer","2nd","570393058"
"Team Slayer","9/16/2006 3:48:14 PM","Midship","Team Slayer","3rd","570386523"
"Team Slayer","9/16/2006 3:38:45 PM","Turf","Team Slayer","1st","570418860"
"Team Crazy King","9/16/2006 3:35:17 PM","Beaver Creek","Double Team","3rd","570378395"
"Slayer BR","9/16/2006 3:24:10 PM","Sanctuary","Double Team","2nd","570371136"
"SWAT Assault","9/16/2006 2:13:34 PM","Ivory Tower","Team SWAT","5th","570325024"
"SWAT Classic","9/16/2006 2:01:45 PM","Zanzibar","Team SWAT","7th","570317117"
"Neutral Flag","9/16/2006 1:52:06 PM","Midship","Team SWAT","5th","570311251"
"SWAT Magnums","9/16/2006 1:44:31 PM","Warlock","Team SWAT","6th","570306560"
"Rumble Slayer","9/16/2006 1:38:15 PM","Beaver Creek","Rumble Training","3rd","570302598"
"Team Snipers","9/16/2006 1:31:56 PM","Ascension","Team Snipers","7th","570298458"
"Team Snipers","9/16/2006 1:22:07 PM","Headlong","Team Snipers","6th","570292315"
"Team Duals","9/16/2006 1:07:20 PM","Elongation","Multi-Team","4th","570282884"
"Neutral Flag","9/16/2006 1:05:28 PM","Warlock","Team SWAT","6th","570282086"
"SWAT Classic","9/16/2006 12:59:31 PM","Sanctuary","Team SWAT","2nd","570278446"
"2v2 Rifles","9/16/2006 11:27:26 AM","Lockout","Double Team","2nd","570223840"
"Slayer BR","9/16/2006 11:16:42 AM","Sanctuary","Double Team","4th","570217964"
"Team Ball","9/16/2006 11:08:19 AM","Sanctuary","Double Team","1st","570213295"
"2v2 Slayer","9/16/2006 10:57:32 AM","Beaver Creek","Double Team","4th","570207335"
"2v2 Slayer","9/16/2006 10:43:47 AM","Elongation","Double Team","4th","570233392"
"SWAT Magnums","9/15/2006 1:29:00 PM","Ivory Tower","Team SWAT","3rd","569632273"
"Team Snipers","9/15/2006 12:45:15 PM","Burial Mounds","Team Snipers","5th","569641055"
"Slayer","9/15/2006 12:38:51 PM","Lockout","Arranged Game","1st","569637882"
"Team Slayer BR","9/15/2006 1:18:38 PM","Burial Mounds","Team Slayer","4th","569627186"
"Team Rifles","9/15/2006 1:07:22 PM","Colossus","Team Slayer","7th","569622148"
"Team Snipers","9/15/2006 12:55:12 PM","Burial Mounds","Team Snipers","7th","569617012"
"SWAT Magnums","9/15/2006 12:30:29 PM","Elongation","Team SWAT","7th","569607668"
"Team Snipers","9/15/2006 12:20:44 PM","Headlong","Team Snipers","6th","569604339"
"CTF Classic","9/15/2006 11:54:07 AM","Elongation","Double Team","3rd","569596773"
"2v2 Slayer","9/15/2006 11:49:42 AM","Ivory Tower","Double Team","1st","569595707"
"2v2 Slayer Hum","9/15/2006 11:36:36 AM","Midship","Double Team","4th","569592550"
"SWAT Classic","9/14/2006 1:21:23 PM","Turf","Team SWAT","1st","569193334"
"Neutral Flag","9/14/2006 1:14:28 PM","Warlock","Team Skirmish","5th","569190505"
"Team Ball","9/14/2006 1:07:38 PM","Colossus","Team Skirmish","2nd","569214437"
"Neutral Flag","9/14/2006 1:04:14 PM","Warlock","Team Skirmish","4th","569186527"
"1 Flag CTF BR","9/14/2006 12:59:39 PM","Burial Mounds","Team Skirmish","3rd","569185089"
"SWAT Carbines","9/14/2006 12:45:16 PM","Midship","Team SWAT","4th","569180123"
"SWAT Classic","9/14/2006 12:38:43 PM","Sanctuary","Team SWAT","4th","569201052"
"SWAT Classic","9/14/2006 12:34:19 PM","Beaver Creek","Team SWAT","3rd","569176634"
"SWAT Plots","9/14/2006 12:26:50 PM","Turf","Team SWAT","2nd","569195889"
"Team Snipers","9/14/2006 10:33:03 AM","Relic","Team Snipers","6th","569150487"
"Team Snipers","9/14/2006 10:20:26 AM","Terminal","Team Snipers","8th","569159315"
"Team Snipers","9/14/2006 10:06:37 AM","Beaver Creek","Team Snipers","7th","569146318"
"SWAT CTF","9/13/2006 1:31:58 PM","Sanctuary","Team SWAT","1st","568807388"
"2v2 Slayer","9/13/2006 1:26:52 PM","Turf","Double Team","2nd","568776700"
"Team Ball","9/13/2006 1:16:42 PM","Elongation","Double Team","3rd","568772535"
"Slayer BR","9/13/2006 1:07:42 PM","Sanctuary","Double Team","4th","568795391"
"2v2 Slayer","9/13/2006 1:03:40 PM","Lockout","Double Team","2nd","568767732"
"2v2 Slayer","9/13/2006 12:50:28 PM","Turf","Double Team","4th","568763126"
"Team Slayer BR","9/13/2006 10:56:04 AM","Relic","BTB Slayer","2nd","568735935"
"CTF Human","9/13/2006 10:41:45 AM","Beaver Creek","Team Skirmish","7th","568733382"
"Team Ball","9/13/2006 10:35:55 AM","Lockout","Team Skirmish","8th","568743669"
"CTF Classic","9/12/2006 1:22:59 PM","Elongation","Team SWAT","5th","568359971"
"CTF Classic","9/12/2006 1:18:14 PM","Elongation","Team SWAT","5th","568358179"
"SWAT Classic","9/12/2006 1:14:24 PM","Elongation","Team SWAT","1st","568356759"
"Team Slayer","9/12/2006 1:07:50 PM","Gemini","Team Slayer","4th","568380045"
"SWAT Classic","9/12/2006 1:06:41 PM","Turf","Team SWAT","6th","568379500"
"Team Slayer","9/12/2006 12:55:16 PM","Zanzibar","Team Slayer","6th","568350001"
"SWAT Classic","9/12/2006 12:40:33 PM","Sanctuary","Team SWAT","2nd","568345331"
"SWAT Classic","9/12/2006 12:32:52 PM","Lockout","Team SWAT","4th","568364249"
"SWAT Magnums","9/12/2006 12:31:50 PM","Warlock","Team SWAT","8th","568342797"
"Team Slayer","9/11/2006 1:40:03 PM","Zanzibar","Team Slayer","4th","567958767"
"Team Snipers","9/11/2006 1:27:45 PM","Relic","Team Snipers","4th","567953729"
"SWAT Classic","9/11/2006 1:16:25 PM","Elongation","Team SWAT","6th","567949258"
"Team Ball","9/11/2006 1:05:51 PM","Sanctuary","Double Team","4th","567970511"
"2v2 Slayer Hum","9/11/2006 12:57:08 PM","Warlock","Double Team","4th","567942812"
"CTF Classic","9/11/2006 12:46:09 PM","Elongation","Double Team","3rd","567961356"
"Rumble Snipers","9/11/2006 12:34:37 PM","Colossus","Rumble Pit","3rd","567935937"
"Rumble Slayer","9/11/2006 12:25:59 PM","Lockout","Rumble Pit","7th","567933406"
"Rumble Snipers","9/11/2006 12:16:52 PM","Colossus","Rumble Pit","4th","567931157"
"Rumble Slayer","9/10/2006 7:19:09 AM","Elongation","Rumble Pit","5th","567346526"
"CTF Human","9/10/2006 7:11:01 AM","Beaver Creek","Team Skirmish","6th","567344839"
"Team Snipers","9/10/2006 7:05:46 AM","Terminal","Team Snipers","8th","567343895"
"Team Snipers","9/10/2006 6:27:45 AM","Zanzibar","Team Snipers","4th","567337459"
"SWAT Carbines","9/10/2006 4:14:40 AM","Warlock","Team SWAT","3rd","567323272"
"Assault BR","9/10/2006 4:07:24 AM","Burial Mounds","Team Training","2nd","567328459"
"Assault","9/10/2006 4:03:05 AM","Sanctuary","Team Training","2nd","567328020"
"CTF Classic","9/3/2006 10:50:23 AM","Elongation","Team Skirmish","3rd","563595318"
"3 Plots","9/3/2006 10:38:12 AM","Terminal","Team Skirmish","7th","563588926"
"Assault","9/3/2006 10:31:35 AM","Zanzibar","Team Skirmish","5th","563585621"
"CTF Human","9/3/2006 10:14:49 AM","Beaver Creek","Team Skirmish","2nd","563609297"
"Rapid Assault","9/3/2006 10:08:51 AM","Ivory Tower","Team Skirmish","1st","563605685"
"Neutral Flag","9/3/2006 10:06:37 AM","Sanctuary","Team Skirmish","2nd","563573418"
"Team Snipers","9/3/2006 8:30:53 AM","Burial Mounds","Team Snipers","2nd","563535801"
"SWAT Classic","9/3/2006 8:16:16 AM","Lockout","Team SWAT","6th","563531423"
"SWAT Classic","9/3/2006 8:02:18 AM","Zanzibar","Team SWAT","2nd","563527582"
"1 Flag CTF","9/2/2006 8:54:22 AM","Zanzibar","Team SWAT","5th","562865189"
"SWAT Carbines","9/2/2006 4:58:38 AM","Ascension","Team SWAT","7th","562814822"
"SWAT Magnums","9/2/2006 4:51:04 AM","Ivory Tower","Team SWAT","1st","562814057"
"SWAT Classic","9/2/2006 4:48:23 AM","Elongation","Team SWAT","8th","562821012"
"Multi Flag CTF","9/2/2006 4:40:17 AM","Sanctuary","Team Skirmish","5th","562819857"
"SWAT Classic","9/2/2006 4:02:56 AM","Zanzibar","Team SWAT","8th","562809105"
"SWAT Classic","9/2/2006 3:50:35 AM","Sanctuary","Team SWAT","7th","562807827"
"Capture Madness","9/1/2006 3:21:19 PM","Midship","Team Carnage","2nd","562403860"
"Wheeeeee!","9/1/2006 3:03:48 PM","Warlock","Team Carnage","3rd","562392530"
"FAE","9/1/2006 2:58:21 PM","Lockout","Team Carnage","4th","562389089"
"Shwatball","9/1/2006 2:45:31 PM","Turf","Team Carnage","4th","562380671"
"FAE","9/1/2006 2:37:27 PM","Ascension","Team Carnage","5th","562375421"
"CTF Shotties","9/1/2006 2:10:36 PM","Beaver Creek","Team Carnage","7th","562358752"
"Team Slayer BR","9/1/2006 6:33:51 AM","Burial Mounds","BTB Slayer","9th","562211898"
"Team Snipers","9/1/2006 6:19:08 AM","Terminal","Team Snipers","7th","562210329"
"Team Snipers","9/1/2006 6:05:48 AM","Zanzibar","Team Snipers","4th","562208875"
"Team Snipers","9/1/2006 5:51:46 AM","Headlong","Team Snipers","3rd","562207498"
"2v2 Slayer Hum","8/31/2006 5:25:42 AM","Warlock","Double Team","2nd","561682646"
"CTF Classic","8/31/2006 5:13:32 AM","Warlock","Double Team","1st","561681640"
"2v2 Slayer Hum","8/31/2006 5:04:30 AM","Warlock","Double Team","2nd","561681031"
"Team Snipers","8/31/2006 4:54:52 AM","Terminal","Multi-Team","6th","561680293"
"Neutral Flag","8/31/2006 4:52:37 AM","Warlock","Multi-Team","3rd","561685409"
"Team Slayer BR","8/31/2006 4:41:07 AM","Relic","Team Slayer","4th","561679213"
"Team Snipers","8/31/2006 4:27:40 AM","Ascension","Team Snipers","1st","561683144"
"Team Crazy King","8/31/2006 4:14:12 AM","Warlock","Team Hardcore","1st","561677282"
"SWAT Classic","8/31/2006 3:58:51 AM","Turf","Team SWAT","1st","561676174"
"Team Slayer","8/31/2006 3:48:57 AM","Warlock","Team Training","6th","561675423"
"1 Flag CTF","8/31/2006 3:44:34 AM","Ascension","Team SWAT","3rd","561675111"
"SWAT Classic","8/31/2006 3:33:44 AM","Ivory Tower","Team SWAT","4th","561674305"
"Rumble Slayer","8/31/2006 3:27:55 AM","Foundation","Rumble Training","6th","561673752"
"Rumble Slayer","8/31/2006 3:19:46 AM","Ascension","Rumble Pit","4th","561673215"
"Rumble Snipers","8/31/2006 3:06:11 AM","Burial Mounds","Rumble Pit","3rd","561672146"
"CTF Human","8/29/2006 7:12:44 AM","Colossus","Team Skirmish","2nd","560567750"
"1 Flag CTF Cov","8/29/2006 7:01:22 AM","Zanzibar","Team Skirmish","4th","560566062"
"Team Slayer","8/29/2006 4:20:27 AM","Sanctuary","Multi-Team","8th","560550380"
"Sun King","8/29/2006 4:16:47 AM","Midship","Team Carnage","6th","560555064"
"FAE","8/29/2006 4:03:55 AM","Ascension","Team Carnage","2nd","560549079"
"Team Slayer","8/18/2006 11:50:42 AM","Sanctuary","Multi-Team","4th","553546348"
"3 Plots BR","8/18/2006 11:39:47 AM","Terminal","Multi-Team","1st","553540945"
"1 Flag CTF","8/18/2006 11:37:51 AM","Zanzibar","Team Skirmish","5th","553540101"
"SWAT Classic","8/18/2006 9:22:25 AM","Ivory Tower","Team SWAT","4th","553485366"
"SWAT Classic","8/18/2006 9:12:42 AM","Turf","Team SWAT","5th","553482234"
"Neutral Bomb","8/16/2006 2:51:21 AM","Foundation","Multi-Team","7th","552122232"
"2v2 Slayer","8/13/2006 1:19:59 PM","Midship","Double Team","1st","550294035"
"2v2 Slayer","8/13/2006 1:10:53 PM","Gemini","Double Team","4th","550245312"
"1 Flag CTF","8/13/2006 12:57:28 PM","Lockout","Double Team","1st","550236616"
"Team Crazy King","8/13/2006 12:46:56 PM","Turf","Double Team","3rd","550229581"
"2v2 Slayer","8/13/2006 12:39:37 PM","Ivory Tower","Double Team","4th","550224941"
"Team Ball","8/13/2006 12:26:32 PM","Turf","Double Team","4th","550256832"
"CTF Classic","8/13/2006 12:21:50 PM","Warlock","Multi-Team","4th","550213778"
"Neutral Bomb","8/13/2006 12:15:13 PM","Foundation","Multi-Team","7th","550209696"
"Assault","8/13/2006 12:08:03 PM","Relic","Team Skirmish","1st","550243579"
"Team Slayer","8/12/2006 7:33:46 AM","Turf","Multi-Team","7th","549400129"
"Team Slayer BR","8/12/2006 7:25:06 AM","Terminal","Multi-Team","4th","549398398"
"CTF Classic","8/12/2006 7:13:37 AM","Midship","Team SWAT","5th","549410246"
"Human Slayer BR","8/12/2006 7:08:27 AM","Colossus","Multi-Team","7th","549395305"
"Team Multi-Ball","8/12/2006 6:57:07 AM","Sanctuary","Multi-Team","5th","549393094"
"Team Slayer","8/12/2006 6:24:41 AM","Ascension","Multi-Team","3rd","549388060"
"SWAT Carbines","8/12/2006 6:11:29 AM","Ascension","Team SWAT","3rd","549386182"
"Team Rifles","8/11/2006 3:48:24 PM","Colossus","Team Slayer","4th","548941076"
"Team Rifles","8/11/2006 3:38:11 PM","Colossus","Team Slayer","4th","548933774"
"2v2 Rifles","8/11/2006 2:37:01 PM","Ascension","Double Team","2nd","548932870"
"Team Rifles","8/11/2006 3:25:28 PM","Terminal","Team Slayer","8th","548924455"
"2v2 Slayer","8/11/2006 3:13:50 PM","Elongation","Double Team","4th","548915995"
"1 Flag CTF","8/11/2006 3:02:26 PM","Gemini","Double Team","1st","548907803"
"Team Ball","8/11/2006 2:54:29 PM","Lockout","Double Team","3rd","548902317"
"Team Ball","8/11/2006 2:44:11 PM","Midship","Double Team","3rd","548894860"
"Team Snipers","8/11/2006 2:33:45 PM","Zanzibar","Team Snipers","4th","548887303"
"Team Plasma War","8/11/2006 2:21:20 PM","Gemini","Multi-Team","3rd","548878182"
"Team Slayer","8/11/2006 2:11:25 PM","Midship","BTB Slayer","7th","548914761"
"SWAT Assault","8/10/2006 2:02:02 PM","Ascension","Team SWAT","5th","548141819"
"SWAT Magnums","8/10/2006 1:52:10 PM","Lockout","Team SWAT","4th","548134449"
"SWAT Magnums","8/10/2006 1:43:33 PM","Midship","Team SWAT","8th","548173008"
"SWAT Magnums","8/10/2006 1:30:59 PM","Warlock","Team SWAT","3rd","548163486"
"Team Slayer","8/10/2006 1:26:55 PM","Warlock","Team Training","6th","548115971"
"Neutral Flag","8/10/2006 1:16:03 PM","Warlock","Multi-Team","7th","548108285"
"Team Slayer","8/10/2006 1:02:50 PM","Sanctuary","Team Slayer","3rd","548099293"
"Team Slayer","8/10/2006 12:51:32 PM","Midship","Team Slayer","4th","548091293"
"2v2 Slayer","8/10/2006 12:40:39 PM","Gemini","Double Team","4th","548083924"
"2v2 Slayer","8/10/2006 12:29:42 PM","Lockout","Double Team","2nd","548076764"
"1 Flag CTF","8/10/2006 12:16:30 PM","Sanctuary","Double Team","1st","548109111"
"2v2 Slayer","8/10/2006 12:14:23 PM","Elongation","Double Team","2nd","548066811"
"2v2 Slayer","8/10/2006 12:03:24 PM","Midship","Double Team","2nd","548060037"
"SWAT Plots","8/10/2006 7:57:32 AM","Elongation","Team SWAT","1st","547952403"
"SWAT Carbines","8/10/2006 7:51:47 AM","Gemini","Team SWAT","3rd","547951007"
"SWAT Magnums","8/10/2006 7:42:30 AM","Elongation","Team SWAT","5th","547949006"
"Rockets","8/10/2006 5:54:39 AM","Burial Mounds","Arranged Game","2nd","547940558"
"Rockets","8/10/2006 5:43:20 AM","Burial Mounds","Arranged Game","1st","547931469"
"Rockets","8/10/2006 5:38:50 AM","Turf","Arranged Game","1st","547930999"
"Team Ball","8/10/2006 4:46:30 AM","Warlock","Team Hardcore","5th","547932049"
"Laser Blasters","8/10/2006 4:39:24 AM","Midship","Team ActionSack","4th","547931309"
"SWAT BALLS","8/10/2006 4:27:51 AM","Sanctuary","Team ActionSack","1st","547923722"
"SWAT Classic","8/10/2006 4:01:07 AM","Turf","Team SWAT","6th","547927303"
"SWAT Magnums","8/10/2006 3:51:30 AM","Ivory Tower","Team SWAT","4th","547919834"
"1 Flag CTF","8/10/2006 3:45:42 AM","Gemini","Team SWAT","1st","547925686"
"Multi Bomb BR","8/10/2006 3:31:17 AM","Coagulation","BTB Skirmish","3rd","547917477"
"1 Flag CTF","8/10/2006 3:24:25 AM","Relic","BTB Skirmish","1st","547916533"
"3 Plots","8/10/2006 3:10:04 AM","Turf","BTB Skirmish","2nd","547914513"
"Gulch Wars","8/10/2006 3:04:08 AM","Coagulation","BTB Slayer","3rd","547913502"
"Gulch Wars","8/10/2006 2:49:14 AM","Coagulation","BTB Slayer","10th","547911129"
"Team Slayer","8/9/2006 3:28:54 PM","Sanctuary","Team Slayer","4th","547483337"
"Team Snipers","8/9/2006 3:19:12 PM","Zanzibar","Team Snipers","4th","547476492"
"Team Slayer","8/9/2006 3:06:31 PM","Zanzibar","Team Slayer","1st","547467259"
"2v2 Rifles","8/9/2006 2:53:11 PM","Sanctuary","Double Team","4th","547501654"
"2v2 Slayer","8/9/2006 2:45:54 PM","Ascension","Double Team","2nd","547452171"
"Team Slayer","8/9/2006 7:59:24 AM","Beaver Creek","Team Slayer","7th","547233453"
"Team Slayer","8/9/2006 7:45:03 AM","Ivory Tower","Team Slayer","4th","547230153"
"Team Slayer","8/9/2006 7:29:35 AM","Sanctuary","Team Slayer","2nd","547227008"
"SWAT Magnums","8/9/2006 7:21:07 AM","Ascension","Team SWAT","8th","547225409"
"1 Flag CTF","8/9/2006 7:17:07 AM","Gemini","Team SWAT","8th","547224740"
"Team Snipers","8/9/2006 7:14:32 AM","Burial Mounds","Team Snipers","8th","547224297"
"Team Snipers","8/9/2006 7:03:43 AM","Terminal","Team Snipers","8th","547234687"
